date,price,open,high,low,volume,change_percent
Nov 30 2008,140.70,155.02,161.06,139.22,72.96M,-8.79%
Nov 23 2008,154.26,140.76,155.64,138.91,62.35M,5.00%
Nov 16 2008,146.92,150.68,154.28,135.18,79.69M,-2.35%
Nov 09 2008,150.46,159.37,168.03,147.34,48.97M,-3.93%
Nov 02 2008,156.61,173.76,179.46,149.09,81.37M,-9.09%
Oct 26 2008,172.26,152.54,178.58,143.86,78.86M,11.47%
Oct 19 2008,154.54,153.78,172.88,148.82,84.00M,3.61%
Oct 12 2008,149.16,155.02,175.05,147.61,73.42M,-1.84%
Oct 05 2008,151.95,168.67,172.39,128.98,91.56M,-11.97%
Sep 28 2008,172.62,179.22,181.94,163.71,80.83M,-3.80%
Sep 21 2008,179.44,204.01,205.92,178.10,73.76M,-10.96%
Sep 14 2008,201.53,203.39,204.25,176.26,109.23M,-1.16%
Sep 07 2008,203.89,217.41,219.79,203.05,67.36M,-3.99%
Aug 31 2008,212.36,217.03,223.86,211.07,52.17M,-2.10%
Aug 24 2008,216.92,215.79,217.03,209.59,52.69M,3.10%
Aug 17 2008,210.40,210.96,215.42,204.16,34.33M,0.18%
Aug 10 2008,210.03,210.21,212.94,196.65,69.96M,0.83%
Aug 03 2008,208.30,203.14,215.05,200.68,67.82M,2.45%
Jul 27 2008,203.32,192.64,204.20,187.01,63.98M,5.73%
Jul 20 2008,192.31,190.25,204.64,182.95,69.15M,0.21%
Jul 13 2008,191.91,205.90,207.11,186.40,98.26M,-7.72%
Jul 06 2008,207.96,220.75,233.78,203.58,104.17M,-4.50%
Jun 29 2008,217.75,212.69,228.69,211.46,60.23M,2.95%
Jun 22 2008,211.51,225.17,231.52,210.21,71.37M,-6.65%
Jun 15 2008,226.58,235.13,241.84,225.22,52.18M,-2.13%
Jun 08 2008,231.50,240.73,244.32,222.80,69.72M,-6.37%
Jun 01 2008,247.24,245.56,253.81,229.82,79.02M,1.57%
May 25 2008,243.43,224.48,245.31,222.12,90.66M,7.33%
May 18 2008,226.80,231.30,237.25,225.10,46.50M,-2.28%
May 11 2008,232.09,219.44,237.53,210.26,96.42M,6.98%
May 04 2008,216.95,221.62,230.55,215.30,79.61M,-2.13%
Apr 27 2008,221.68,209.59,224.48,203.53,80.94M,6.12%
Apr 20 2008,208.89,208.23,212.94,195.95,82.49M,1.52%
Apr 13 2008,205.76,178.59,209.59,176.11,103.93M,16.68%
Apr 06 2008,176.34,185.91,189.55,175.24,78.78M,-4.28%
Mar 30 2008,184.22,183.80,189.75,174.14,55.45M,-2.35%
Mar 23 2008,188.66,168.33,191.85,166.58,76.68M,13.21%
Mar 16 2008,166.65,167.18,170.28,161.23,36.20M,-1.93%
Mar 09 2008,169.93,175.36,183.38,162.59,52.83M,-4.22%
Mar 02 2008,177.42,191.11,191.11,173.66,43.73M,-7.60%
Feb 24 2008,192.01,198.28,209.27,188.63,44.08M,-2.05%
Feb 17 2008,196.03,194.71,204.63,189.32,30.96M,0.97%
Feb 10 2008,194.14,192.23,204.64,186.15,53.04M,0.84%
Feb 03 2008,192.52,202.71,206.49,182.59,46.69M,-2.65%
Jan 27 2008,197.76,182.80,199.42,174.53,53.00M,4.92%
Jan 20 2008,188.49,181.06,190.84,155.64,88.27M,3.50%
Jan 13 2008,182.11,198.31,199.67,179.95,57.80M,-7.17%
Jan 06 2008,196.17,207.11,215.70,194.09,81.63M,-6.67%
Dec 30 2007,210.20,223.36,223.86,208.35,32.02M,-5.64%
Dec 23 2007,222.77,213.12,228.05,212.07,34.11M,5.94%
Dec 16 2007,210.28,204.63,213.31,190.20,36.26M,2.99%
Dec 09 2007,204.17,215.73,219.23,203.16,44.16M,-4.41%
Dec 02 2007,213.60,198.74,216.95,197.02,77.35M,7.48%
Nov 25 2007,198.74,195.21,201.53,190.37,82.73M,2.89%
Nov 18 2007,193.16,204.63,204.63,188.17,84.82M,-4.15%
Nov 11 2007,201.53,207.73,214.55,199.30,87.87M,-4.48%
Nov 04 2007,210.98,235.64,239.20,209.60,51.00M,-11.26%
Oct 28 2007,237.76,235.64,239.36,225.48,41.08M,3.73%
Oct 21 2007,229.22,230.43,237.87,226.21,55.71M,-3.21%
Oct 14 2007,236.83,244.05,244.05,221.37,81.58M,-1.04%
Oct 07 2007,239.32,248.04,265.64,236.11,100.09M,-2.68%
Sep 30 2007,245.92,235.02,249.89,229.77,61.48M,4.76%
Sep 23 2007,234.74,226.71,241.84,216.85,95.53M,3.66%
Sep 16 2007,226.45,229.93,231.67,217.29,67.32M,-0.61%
Sep 09 2007,227.84,234.71,236.22,224.87,40.89M,-3.74%
Sep 02 2007,236.69,231.30,238.74,220.13,28.30M,2.91%
Aug 26 2007,230.00,228.07,234.89,225.26,43.98M,1.59%
Aug 19 2007,226.41,237.50,237.50,217.03,64.50M,-1.56%
Aug 12 2007,230.00,244.32,244.32,216.18,52.43M,-5.38%
Aug 05 2007,243.07,240.57,248.66,230.07,69.65M,2.26%
Jul 29 2007,237.70,249.01,252.38,234.71,43.20M,-4.54%
Jul 22 2007,249.01,244.83,254.24,239.51,72.13M,1.09%
Jul 15 2007,246.33,241.22,250.40,239.11,59.03M,2.39%
Jul 08 2007,240.57,246.67,253.24,237.50,127.72M,-1.62%
Jul 01 2007,244.54,241.09,245.15,229.03,45.87M,2.22%
Jun 24 2007,239.24,241.94,244.32,237.26,39.31M,-1.12%
Jun 17 2007,241.94,251.14,251.64,239.98,44.15M,-2.91%
Jun 10 2007,249.20,244.81,252.75,212.69,58.49M,3.00%
Jun 03 2007,241.94,241.84,244.94,229.05,74.46M,0.63%
May 27 2007,240.42,242.54,249.74,235.76,62.21M,-2.36%
May 20 2007,246.24,246.31,247.05,236.26,79.89M,0.18%
May 13 2007,245.79,250.27,250.98,240.10,58.44M,-0.94%
May 06 2007,248.11,256.97,257.34,241.96,56.53M,-3.44%
Apr 29 2007,256.96,248.66,259.60,248.66,23.78M,3.33%
Apr 22 2007,248.68,257.93,257.93,246.92,53.18M,-2.43%
Apr 15 2007,254.87,266.64,267.39,251.17,57.29M,-1.53%
Apr 08 2007,258.82,243.08,264.41,243.08,85.41M,4.75%
Apr 01 2007,247.08,248.04,248.04,236.88,50.51M,-1.31%
Mar 25 2007,250.35,261.06,261.06,242.97,77.84M,-3.53%
Mar 18 2007,259.52,256.72,266.02,253.89,38.95M,2.21%
Mar 11 2007,253.92,262.92,265.89,249.56,61.26M,-3.47%
Mar 04 2007,263.04,257.70,268.80,248.04,59.12M,1.31%
Feb 25 2007,259.63,277.06,278.67,254.24,71.43M,-6.45%
Feb 18 2007,277.52,295.41,297.65,274.36,36.86M,-6.09%
Feb 11 2007,295.53,289.59,299.51,280.49,32.05M,0.92%
Feb 04 2007,292.84,277.18,297.40,277.18,41.23M,4.22%
Jan 28 2007,280.97,277.18,282.76,274.37,28.93M,1.09%
Jan 21 2007,277.93,274.70,280.28,272.97,27.09M,1.76%
Jan 14 2007,273.13,276.93,279.04,270.98,43.51M,-0.95%
Jan 07 2007,275.74,282.15,282.76,259.84,94.98M,-2.27%
Dec 31 2006,282.15,279.42,288.35,277.57,35.32M,1.48%
Dec 24 2006,278.03,268.50,282.26,268.50,29.78M,3.13%
Dec 17 2006,269.59,277.56,280.28,264.78,54.66M,-2.68%
Dec 10 2006,277.00,274.08,277.80,263.58,55.61M,1.73%
Dec 03 2006,272.29,272.59,282.76,270.50,52.13M,0.02%
Nov 26 2006,272.23,277.18,277.73,264.41,41.27M,-1.81%
Nov 19 2006,277.25,269.12,280.90,266.92,65.88M,2.25%
Nov 12 2006,271.16,265.40,277.82,264.78,50.32M,2.18%
Nov 05 2006,265.38,259.19,267.63,254.93,48.01M,3.13%
Oct 29 2006,257.33,259.82,264.78,255.36,30.12M,-0.84%
Oct 22 2006,259.52,260.44,262.30,252.38,25.78M,1.38%
Oct 15 2006,255.99,260.32,266.12,254.51,58.85M,-1.19%
Oct 08 2006,259.08,231.30,260.43,229.50,98.92M,11.50%
Oct 01 2006,232.36,232.54,233.12,222.62,38.59M,1.29%
Sep 24 2006,229.39,226.83,232.91,224.72,28.08M,1.07%
Sep 17 2006,226.96,226.34,229.44,222.78,35.71M,1.07%
Sep 10 2006,224.56,223.38,228.32,213.33,43.32M,1.19%
Sep 03 2006,221.92,224.72,231.92,220.51,34.94M,-1.17%
Aug 27 2006,224.54,219.11,225.59,216.41,33.74M,2.48%
Aug 20 2006,219.11,218.77,224.35,216.41,36.14M,0.27%
Aug 13 2006,218.52,217.28,221.37,199.67,28.41M,1.13%
Aug 06 2006,216.07,208.35,217.03,207.10,40.17M,3.67%
Jul 30 2006,208.43,204.01,212.94,202.98,62.06M,3.09%
Jul 23 2006,202.18,198.39,206.79,194.96,54.13M,1.76%
Jul 16 2006,198.69,203.52,210.67,196.01,55.75M,-2.83%
Jul 09 2006,204.48,197.75,223.11,192.30,118.50M,6.20%
Jul 02 2006,192.54,191.30,200.91,189.90,54.60M,0.85%
Jun 25 2006,190.92,185.97,194.09,176.24,62.22M,2.92%
Jun 18 2006,185.51,173.63,186.65,172.08,65.79M,6.80%
Jun 11 2006,173.70,173.63,180.68,151.92,106.38M,0.23%
Jun 04 2006,173.30,180.94,181.32,161.56,84.48M,-3.16%
May 28 2006,178.96,182.31,191.30,173.94,82.51M,-1.64%
May 21 2006,181.95,187.56,192.09,171.85,97.34M,-1.35%
May 14 2006,184.44,197.81,204.63,181.82,75.42M,-8.26%
May 07 2006,201.05,200.60,203.70,197.26,39.95M,0.94%
Apr 30 2006,199.18,197.77,201.47,194.66,43.46M,2.31%
Apr 23 2006,194.69,205.25,205.25,186.09,96.11M,-4.91%
Apr 16 2006,204.74,193.78,208.17,192.24,109.76M,9.37%
Apr 09 2006,187.20,199.61,202.77,184.91,85.52M,-4.67%
Apr 02 2006,196.38,186.03,213.87,186.03,121.30M,6.22%
Mar 26 2006,184.88,180.45,190.62,177.97,73.84M,2.94%
Mar 19 2006,179.60,178.28,185.91,178.28,64.01M,0.64%
Mar 12 2006,178.46,181.44,185.87,177.67,66.96M,-1.22%
Mar 05 2006,180.67,175.12,181.32,171.95,90.50M,3.16%
Feb 26 2006,175.14,171.77,180.94,171.60,92.93M,2.43%
Feb 19 2006,170.99,172.70,176.34,170.53,61.08M,-1.01%
Feb 12 2006,172.73,177.47,178.59,170.28,84.34M,-2.75%
Feb 05 2006,177.62,173.01,181.07,172.71,65.17M,2.78%
Jan 29 2006,172.81,179.83,181.38,172.46,50.84M,-4.00%
Jan 22 2006,180.01,173.75,180.50,169.67,64.70M,3.18%
Jan 15 2006,174.47,175.51,177.66,167.43,88.01M,-1.09%
Jan 08 2006,176.39,190.37,190.98,171.34,131.53M,-6.83%
Jan 01 2006,189.33,186.46,190.37,184.35,51.73M,1.88%
Dec 25 2005,185.83,184.91,187.89,181.14,50.84M,0.52%
Dec 18 2005,184.86,181.94,188.20,181.94,46.75M,-0.04%
Dec 11 2005,184.93,178.77,186.15,177.53,94.27M,3.78%
Dec 04 2005,178.19,177.66,179.15,171.90,62.89M,1.14%
Nov 27 2005,176.18,170.53,179.50,165.32,90.75M,3.67%
Nov 20 2005,169.94,168.60,171.15,164.82,66.85M,0.96%
Nov 13 2005,168.32,166.62,170.45,163.15,63.18M,1.25%
Nov 06 2005,166.25,157.13,167.30,157.13,68.28M,3.65%
Oct 30 2005,160.39,149.07,161.47,149.07,34.21M,7.08%
Oct 23 2005,149.78,158.74,159.66,148.82,61.02M,-5.39%
Oct 16 2005,158.32,162.34,163.02,153.23,101.61M,-1.86%
Oct 09 2005,161.32,162.78,169.29,160.11,101.86M,1.13%
Oct 02 2005,159.52,156.57,165.25,156.57,96.97M,2.28%
Sep 25 2005,155.97,150.00,158.81,148.61,77.96M,4.87%
Sep 18 2005,148.73,151.92,156.20,147.11,57.43M,-1.98%
Sep 11 2005,151.73,150.37,153.29,149.79,43.73M,1.23%
Sep 04 2005,149.89,147.96,150.98,145.42,40.64M,1.32%
Aug 28 2005,147.94,141.69,152.08,139.53,61.87M,5.13%
Aug 21 2005,140.72,143.86,145.10,139.54,59.28M,-1.39%
Aug 14 2005,142.71,139.66,144.41,138.28,51.46M,1.77%
Aug 07 2005,140.23,142.13,144.30,139.52,53.97M,-1.32%
Jul 31 2005,142.10,136.55,147.71,136.55,60.97M,1.02%
Jul 24 2005,140.67,138.59,142.19,136.98,52.62M,1.33%
Jul 17 2005,138.82,136.18,143.93,135.00,74.66M,1.95%
Jul 10 2005,136.17,145.72,146.34,131.78,143.58M,-5.95%
Jul 03 2005,144.79,145.72,148.82,143.03,60.82M,-0.69%
Jun 26 2005,145.79,141.39,148.19,141.39,67.84M,1.65%
Jun 19 2005,143.43,142.31,149.69,138.57,101.69M,1.09%
Jun 12 2005,141.88,137.37,142.49,137.37,64.34M,3.43%
Jun 05 2005,137.18,138.61,142.93,136.42,58.62M,-1.93%
May 29 2005,139.88,136.18,141.07,135.80,60.26M,1.05%
May 22 2005,138.43,133.20,140.41,130.91,100.21M,4.29%
May 15 2005,132.73,126.50,133.32,123.59,91.69M,5.29%
May 08 2005,126.06,126.44,131.40,123.71,82.95M,0.56%
May 01 2005,125.36,117.63,125.88,117.63,74.19M,7.15%
Apr 24 2005,117.00,125.14,125.14,116.36,91.11M,-5.62%
Apr 17 2005,123.97,120.92,124.52,117.41,124.09M,2.15%
Apr 10 2005,121.36,131.96,132.70,119.99,83.15M,-8.03%
Apr 03 2005,131.95,138.72,150.24,131.34,60.73M,-4.83%
Mar 27 2005,138.64,134.87,143.55,132.82,59.83M,3.55%
Mar 20 2005,133.89,136.98,140.14,133.32,52.79M,-1.85%
Mar 13 2005,136.42,137.04,138.96,133.01,51.15M,-0.66%
Mar 06 2005,137.33,138.59,141.55,136.11,54.87M,-0.87%
Feb 27 2005,138.54,136.98,139.51,133.32,71.79M,2.51%
Feb 20 2005,135.15,134.07,135.55,130.45,47.88M,0.69%
Feb 13 2005,134.23,131.46,136.76,130.28,77.34M,2.91%
Feb 06 2005,130.44,128.98,130.70,125.26,82.69M,0.87%
Jan 30 2005,129.32,127.80,131.45,126.00,83.36M,2.35%
Jan 23 2005,126.35,121.54,126.99,116.70,72.53M,3.71%
Jan 16 2005,121.83,122.90,125.26,119.18,68.92M,-0.47%
Jan 09 2005,122.41,127.74,130.22,116.28,176.76M,-3.74%
Jan 02 2005,127.17,131.40,148.70,123.71,102.05M,-1.96%
Dec 26 2004,129.71,127.74,130.76,126.08,55.89M,1.29%
Dec 19 2004,128.06,130.82,132.66,125.32,70.10M,-1.14%
Dec 12 2004,129.54,127.74,132.20,124.97,52.97M,2.74%
Dec 05 2004,126.09,126.50,128.61,123.40,76.18M,-0.87%
Nov 28 2004,127.20,126.51,134.49,126.07,113.39M,1.07%
Nov 21 2004,125.85,127.06,127.06,124.39,39.38M,-1.38%
Nov 14 2004,127.61,126.31,129.13,126.00,53.23M,1.51%
Nov 07 2004,125.71,124.02,128.28,124.02,117.75M,2.56%
Oct 31 2004,122.57,118.31,129.46,117.51,110.52M,3.69%
Oct 24 2004,118.21,110.70,121.40,110.70,146.79M,7.11%
Oct 17 2004,110.36,111.68,111.68,108.46,104.63M,-0.40%
Oct 10 2004,110.80,105.74,113.85,104.20,118.56M,4.61%
Oct 03 2004,105.92,106.66,108.02,104.18,97.14M,0.28%
Sep 26 2004,105.62,100.46,107.71,99.28,111.19M,5.54%
Sep 19 2004,100.08,104.24,104.24,99.71,115.57M,-4.49%
Sep 12 2004,104.78,104.49,106.15,102.32,107.06M,2.15%
Sep 05 2004,102.57,99.84,103.18,99.22,64.97M,2.96%
Aug 29 2004,99.62,97.48,100.05,96.49,66.20M,2.64%
Aug 22 2004,97.06,96.61,98.04,94.01,95.32M,1.19%
Aug 15 2004,95.92,91.96,96.39,91.28,104.72M,4.52%
Aug 08 2004,91.77,93.75,95.79,91.47,100.15M,-3.07%
Aug 01 2004,94.68,96.12,98.10,93.72,100.74M,-1.71%
Jul 25 2004,96.33,89.22,97.05,88.81,115.88M,6.76%
Jul 18 2004,90.23,91.65,92.52,88.38,100.88M,-1.53%
Jul 11 2004,91.63,86.01,92.07,84.60,147.55M,6.88%
Jul 04 2004,85.73,88.44,89.60,79.68,123.80M,-2.87%
Jun 27 2004,88.26,85.73,88.74,84.28,167.74M,3.82%
Jun 20 2004,85.01,81.78,85.26,81.62,137.33M,4.17%
Jun 13 2004,81.61,79.06,82.13,77.24,114.09M,3.00%
Jun 06 2004,79.23,81.54,82.35,78.78,116.19M,-2.04%
May 30 2004,80.88,78.91,83.48,75.96,131.01M,3.15%
May 23 2004,78.41,77.51,83.70,77.24,159.55M,3.01%
May 16 2004,76.12,78.28,78.50,63.95,136.53M,-3.52%
May 09 2004,78.90,79.84,81.70,75.98,129.84M,-2.48%
May 02 2004,80.91,78.61,85.07,78.61,86.36M,1.42%
Apr 25 2004,79.78,82.13,82.13,77.68,130.75M,-3.03%
Apr 18 2004,82.27,83.71,84.56,82.01,113.03M,-1.54%
Apr 11 2004,83.56,82.78,91.29,78.94,222.86M,1.47%
Apr 04 2004,82.35,78.26,92.16,78.13,147.84M,6.24%
Mar 28 2004,77.51,82.16,82.53,73.42,155.20M,-5.83%
Mar 21 2004,82.31,80.61,86.81,77.41,128.36M,2.31%
Mar 14 2004,80.45,79.88,81.03,74.96,164.04M,3.02%
Mar 07 2004,78.09,81.37,90.30,74.02,193.35M,-4.03%
Feb 29 2004,81.37,79.03,83.32,79.03,138.43M,3.68%
Feb 22 2004,78.48,78.69,87.90,74.97,181.44M,-0.05%
Feb 15 2004,78.52,83.74,84.64,77.74,166.52M,-5.78%
Feb 08 2004,83.34,86.80,88.52,82.40,187.50M,-3.28%
Feb 01 2004,86.17,81.23,86.58,79.43,147.69M,6.63%
Jan 25 2004,80.81,83.71,87.12,77.81,114.58M,-4.55%
Jan 18 2004,84.66,85.81,87.12,78.34,170.89M,-1.13%
Jan 11 2004,85.63,91.45,91.45,84.83,127.73M,-5.10%
Jan 04 2004,90.23,89.14,94.56,86.71,174.45M,2.71%
Dec 28 2003,87.85,84.10,92.78,83.76,89.67M,5.03%
Dec 21 2003,83.64,81.62,84.88,80.61,100.76M,2.55%
Dec 14 2003,81.56,78.29,82.53,77.52,150.89M,4.55%
Dec 07 2003,78.01,75.96,78.28,75.45,109.43M,2.47%
Nov 30 2003,76.13,76.89,81.23,72.86,140.00M,-0.30%
Nov 23 2003,76.36,72.05,76.89,68.83,108.89M,5.44%
Nov 16 2003,72.42,71.67,73.44,70.77,161.40M,0.99%
Nov 09 2003,71.71,76.74,77.51,71.02,142.48M,-7.16%
Nov 02 2003,77.24,73.71,79.80,73.71,187.09M,5.15%
Oct 26 2003,73.46,70.80,73.71,68.83,154.08M,4.04%
Oct 19 2003,70.61,73.40,80.61,67.92,164.47M,-3.81%
Oct 12 2003,73.41,72.88,74.80,71.09,200.31M,2.29%
Oct 05 2003,71.77,71.02,73.48,57.51,248.56M,1.53%
Sep 28 2003,70.69,70.85,72.06,69.02,178.23M,0.18%
Sep 21 2003,70.56,67.78,70.92,65.67,282.00M,5.36%
Sep 14 2003,66.97,64.26,68.16,62.16,263.94M,3.80%
Sep 07 2003,64.52,66.04,70.15,64.18,290.08M,-0.86%
Aug 31 2003,65.08,62.01,65.96,58.91,293.21M,6.93%
Aug 24 2003,60.86,57.17,61.70,46.79,248.14M,7.79%
Aug 17 2003,56.46,53.30,58.20,52.94,175.03M,6.59%
Aug 10 2003,52.97,54.72,54.84,52.63,157.97M,-3.95%
Aug 03 2003,55.15,57.75,59.01,53.95,229.17M,-5.81%
Jul 27 2003,58.55,54.88,59.61,53.80,237.67M,7.39%
Jul 20 2003,54.52,52.71,54.80,49.78,247.80M,3.77%
Jul 13 2003,52.54,55.42,55.57,51.93,209.40M,-3.58%
Jul 06 2003,54.49,47.91,57.27,46.89,385.61M,13.52%
Jun 29 2003,48.00,51.70,51.93,44.43,312.45M,-7.03%
Jun 22 2003,51.63,47.68,51.92,46.91,289.23M,9.04%
Jun 15 2003,47.35,45.57,48.06,44.85,231.18M,2.80%
Jun 08 2003,46.06,44.99,46.49,44.35,248.06M,0.74%
Jun 01 2003,45.72,42.63,46.27,41.86,238.13M,10.27%
May 25 2003,41.46,40.59,43.63,39.86,294.17M,2.40%
May 18 2003,40.49,46.91,47.24,40.31,415.56M,-12.77%
May 11 2003,46.42,45.86,46.58,42.71,251.88M,2.34%
May 04 2003,45.36,43.72,47.59,43.72,289.28M,0.40%
Apr 27 2003,45.18,45.12,45.73,42.68,197.30M,0.16%
Apr 20 2003,45.11,46.89,47.13,44.05,277.14M,-1.81%
Apr 13 2003,45.94,42.63,47.19,42.63,365.07M,11.69%
Apr 06 2003,41.13,66.68,68.21,35.66,627.44M,-38.23%
Mar 30 2003,66.59,65.13,66.97,62.18,270.85M,0.57%
Mar 23 2003,66.21,68.81,69.09,65.38,221.79M,-3.20%
Mar 16 2003,68.40,62.97,68.99,61.33,233.32M,8.54%
Mar 09 2003,63.02,55.58,64.30,55.58,181.66M,1.07%
Mar 02 2003,62.35,66.76,66.97,61.89,191.44M,-6.14%
Feb 23 2003,66.43,65.90,67.67,63.10,210.82M,1.42%
Feb 16 2003,65.50,66.06,67.19,64.65,216.77M,1.79%
Feb 09 2003,64.35,69.14,69.45,63.87,208.13M,-7.50%
Feb 02 2003,69.57,65.42,70.45,65.42,170.12M,4.37%
Jan 26 2003,66.66,67.20,67.43,64.80,227.04M,-1.93%
Jan 19 2003,67.97,71.46,71.46,67.69,181.37M,-5.10%
Jan 12 2003,71.62,68.51,72.39,66.14,344.95M,3.86%
Jan 05 2003,68.96,74.92,75.52,68.23,305.17M,-7.34%
Dec 29 2002,74.42,73.40,75.01,72.56,205.95M,0.69%
Dec 22 2002,73.91,71.62,74.52,70.71,167.21M,3.30%
Dec 15 2002,71.55,73.09,73.09,70.38,240.15M,-1.21%
Dec 08 2002,72.43,72.09,75.06,68.40,419.03M,3.16%
Dec 01 2002,70.21,71.06,72.40,68.06,262.88M,-0.64%
Nov 24 2002,70.66,71.28,71.39,68.77,313.67M,-1.56%
Nov 17 2002,71.78,66.66,72.44,65.14,334.31M,7.37%
Nov 10 2002,66.85,61.79,67.82,60.25,241.90M,7.87%
Nov 03 2002,61.97,60.38,63.77,60.16,197.87M,3.34%
Oct 27 2002,59.97,58.29,60.38,57.44,189.89M,3.04%
Oct 20 2002,58.20,59.61,59.99,57.83,214.47M,-2.10%
Oct 13 2002,59.45,58.60,60.57,57.70,258.19M,1.69%
Oct 06 2002,58.46,54.03,58.91,53.10,313.51M,7.72%
Sep 29 2002,54.27,53.82,54.60,51.93,165.08M,-0.22%
Sep 22 2002,54.39,54.41,54.71,51.62,189.98M,0.06%
Sep 15 2002,54.36,55.19,57.11,52.71,208.96M,-1.79%
Sep 08 2002,55.35,55.00,57.48,53.96,143.16M,1.08%
Sep 01 2002,54.76,56.51,56.80,53.04,224.96M,-2.00%
Aug 25 2002,55.88,52.69,56.35,52.29,249.11M,2.03%
Aug 18 2002,54.77,50.00,54.96,49.77,225.05M,10.02%
Aug 11 2002,49.78,49.07,50.37,48.76,104.46M,1.55%
Aug 04 2002,49.02,46.97,49.45,46.83,166.86M,5.24%
Jul 28 2002,46.58,47.26,48.60,45.53,185.15M,-0.38%
Jul 21 2002,46.76,48.37,50.04,46.12,192.32M,-4.73%
Jul 14 2002,49.08,51.08,51.08,48.42,145.31M,-4.66%
Jul 07 2002,51.48,53.53,53.95,50.54,154.73M,-2.63%
Jun 30 2002,52.87,51.16,53.44,50.21,156.57M,3.97%
Jun 23 2002,50.85,48.34,51.08,47.32,199.14M,4.48%
Jun 16 2002,48.67,52.79,53.39,48.38,181.33M,-7.40%
Jun 09 2002,52.56,51.17,55.03,51.17,112.47M,4.43%
Jun 02 2002,50.33,53.00,54.09,50.23,184.82M,-4.19%
May 26 2002,52.53,58.46,58.52,51.97,164.46M,-10.36%
May 19 2002,58.60,58.13,59.52,55.11,125.28M,-0.05%
May 12 2002,58.63,58.99,61.05,57.98,98.15M,-0.81%
May 05 2002,59.11,58.21,61.23,56.74,72.56M,1.58%
Apr 28 2002,58.19,58.75,58.88,56.15,80.18M,-1.37%
Apr 21 2002,59.00,59.84,61.54,56.43,114.19M,-1.17%
Apr 14 2002,59.70,60.46,61.99,58.37,136.99M,-1.19%
Apr 07 2002,60.42,56.57,61.22,54.46,206.51M,7.39%
Mar 31 2002,56.26,58.66,58.66,54.19,168.43M,-3.18%
Mar 24 2002,58.11,59.37,62.01,56.52,109.12M,-2.20%
Mar 17 2002,59.42,63.21,63.21,58.99,155.68M,-4.05%
Mar 10 2002,61.93,65.50,66.58,61.42,253.33M,-5.57%
Mar 03 2002,65.58,57.36,65.95,56.15,270.84M,17.04%
Feb 24 2002,56.03,57.34,60.46,54.09,169.29M,-2.25%
Feb 17 2002,57.32,59.19,59.19,55.98,120.61M,-3.63%
Feb 10 2002,59.48,58.91,60.85,57.67,151.76M,3.80%
Feb 03 2002,57.30,59.14,61.39,56.45,209.65M,-3.34%
Jan 27 2002,59.28,61.61,61.68,56.32,205.76M,-0.08%
Jan 20 2002,59.33,61.61,62.61,58.91,175.46M,-3.17%
Jan 13 2002,61.27,63.54,65.03,57.75,268.69M,0.53%
Jan 06 2002,60.95,71.13,75.56,59.30,308.11M,-12.31%
Dec 30 2001,69.51,62.63,70.15,61.80,252.92M,11.22%
Dec 23 2001,62.50,61.62,64.26,58.79,154.13M,0.92%
Dec 16 2001,61.93,65.87,66.63,60.65,164.56M,-4.09%
Dec 09 2001,64.57,70.55,71.28,63.56,206.33M,-8.11%
Dec 02 2001,70.27,57.86,72.47,57.86,250.60M,16.44%
Nov 25 2001,60.35,56.58,64.95,56.43,235.84M,9.55%
Nov 18 2001,55.09,51.39,57.31,50.20,238.73M,9.33%
Nov 11 2001,50.39,45.72,50.39,44.74,113.25M,10.84%
Nov 04 2001,45.46,43.58,46.49,43.44,144.96M,0.82%
Oct 28 2001,45.09,46.97,47.36,43.95,255.07M,-3.67%
Oct 21 2001,46.81,47.96,48.06,46.00,158.77M,2.16%
Oct 14 2001,45.82,47.76,48.02,44.14,200.67M,0.17%
Oct 07 2001,45.74,36.82,46.72,35.27,273.03M,19.21%
Sep 30 2001,38.37,37.19,38.82,33.45,190.50M,4.55%
Sep 23 2001,36.70,33.72,40.07,32.79,235.02M,6.53%
Sep 16 2001,34.45,44.63,44.63,34.45,239.69M,-23.56%
Sep 09 2001,45.07,51.67,54.80,44.21,246.32M,-12.33%
Sep 02 2001,51.41,55.19,55.39,50.00,247.92M,-6.29%
Aug 26 2001,54.86,55.81,61.30,54.62,175.77M,-7.03%
Aug 19 2001,59.01,52.71,59.36,52.71,82.64M,3.71%
Aug 12 2001,56.90,56.97,59.13,55.69,94.33M,0.55%
Aug 05 2001,56.59,59.92,60.13,55.98,84.73M,-5.54%
Jul 29 2001,59.91,56.46,60.44,55.58,163.24M,6.79%
Jul 22 2001,56.10,57.33,58.06,55.11,157.96M,-3.79%
Jul 15 2001,58.31,57.53,58.91,55.03,222.81M,1.83%
Jul 08 2001,57.26,55.33,61.85,53.10,270.80M,1.49%
Jul 01 2001,56.42,59.06,59.06,49.61,169.28M,-2.91%
Jun 24 2001,58.11,52.88,58.91,50.57,227.84M,9.21%
Jun 17 2001,53.21,52.40,54.07,48.65,196.60M,0.81%
Jun 10 2001,52.78,60.74,60.77,52.26,180.30M,-13.65%
Jun 03 2001,61.12,58.60,61.93,55.50,178.73M,4.96%
May 27 2001,58.23,64.88,67.09,57.36,150.96M,-10.04%
May 20 2001,64.73,61.54,66.12,61.00,162.33M,5.75%
May 13 2001,61.21,60.07,62.12,55.91,141.38M,1.54%
May 06 2001,60.28,59.68,63.51,58.13,149.33M,1.74%
