date,price,open,high,low,volume,change_percent
Oct 31 2021,1708.70,1677.50,1717.45,1676.00,11.12M,2.46%
Oct 24 2021,1667.75,1722.05,1734.15,1661.05,28.07M,-3.03%
Oct 17 2021,1719.80,1740.00,1848.00,1707.00,45.79M,0.24%
Oct 10 2021,1715.75,1682.00,1783.60,1662.00,43.04M,-0.47%
Oct 03 2021,1723.85,1672.50,1731.50,1663.00,21.81M,3.53%
Sep 26 2021,1665.15,1768.75,1769.00,1655.00,32.04M,-5.60%
Sep 19 2021,1763.85,1685.00,1788.00,1677.95,26.99M,4.29%
Sep 12 2021,1691.30,1683.00,1719.25,1675.20,24.37M,-0.02%
Sep 05 2021,1691.60,1705.15,1734.90,1682.15,16.31M,-0.53%
Aug 29 2021,1700.65,1703.05,1718.65,1662.65,38.79M,-0.48%
Aug 22 2021,1708.80,1735.75,1757.00,1705.20,31.95M,-1.39%
Aug 15 2021,1732.95,1707.70,1755.50,1686.55,26.97M,1.21%
Aug 08 2021,1712.20,1661.00,1722.50,1646.40,28.04M,3.76%
Aug 01 2021,1650.20,1627.45,1679.90,1619.20,26.98M,2.47%
Jul 25 2021,1610.50,1594.10,1623.40,1585.50,26.06M,1.26%
Jul 18 2021,1590.45,1544.70,1598.50,1537.55,22.77M,2.25%
Jul 11 2021,1555.45,1570.55,1596.85,1533.75,30.99M,-0.48%
Jul 04 2021,1562.90,1569.15,1586.75,1544.65,19.71M,-0.31%
Jun 27 2021,1567.80,1572.90,1591.00,1542.60,26.97M,-0.41%
Jun 20 2021,1574.20,1493.00,1578.00,1484.20,37.98M,4.72%
Jun 13 2021,1503.30,1471.00,1515.80,1453.45,41.41M,3.90%
Jun 06 2021,1446.90,1391.00,1451.60,1377.30,27.55M,4.42%
May 30 2021,1385.65,1401.50,1401.50,1365.00,27.80M,-1.38%
May 23 2021,1405.05,1356.65,1416.25,1345.10,34.80M,3.73%
May 16 2021,1354.50,1320.30,1357.50,1320.30,24.53M,2.89%
May 09 2021,1316.40,1349.85,1352.90,1311.30,23.68M,-2.67%
May 02 2021,1352.55,1340.80,1373.05,1324.10,23.19M,-0.13%
Apr 25 2021,1354.35,1332.25,1373.90,1321.00,29.37M,1.54%
Apr 18 2021,1333.80,1340.00,1379.70,1331.00,35.01M,-1.47%
Apr 11 2021,1353.75,1474.00,1477.55,1320.00,71.46M,-6.06%
Apr 04 2021,1441.05,1391.00,1455.00,1387.00,32.86M,4.03%
Mar 28 2021,1385.20,1346.90,1400.00,1336.15,24.44M,3.67%
Mar 21 2021,1336.20,1350.10,1383.25,1327.60,31.83M,-0.61%
Mar 14 2021,1344.45,1370.00,1406.00,1313.50,47.37M,-2.21%
Mar 07 2021,1374.85,1324.80,1391.70,1317.20,29.03M,4.42%
Feb 28 2021,1316.70,1263.30,1363.85,1259.00,43.80M,5.06%
Feb 21 2021,1253.30,1295.00,1308.55,1244.75,42.44M,-2.94%
Feb 14 2021,1291.30,1320.00,1328.40,1275.00,27.66M,-1.41%
Feb 07 2021,1309.80,1285.50,1332.00,1275.50,31.31M,2.96%
Jan 31 2021,1272.10,1250.55,1304.00,1241.00,34.47M,2.67%
Jan 24 2021,1239.05,1345.00,1347.90,1231.00,31.52M,-7.59%
Jan 17 2021,1340.85,1338.00,1361.05,1306.00,38.46M,-0.30%
Jan 10 2021,1344.95,1342.10,1392.80,1318.45,85.82M,2.50%
Jan 03 2021,1312.10,1269.00,1316.80,1255.50,46.66M,4.10%
Dec 27 2020,1260.45,1238.45,1265.50,1235.00,28.36M,1.97%
Dec 20 2020,1236.05,1188.00,1258.85,1152.05,44.95M,3.89%
Dec 13 2020,1189.80,1169.40,1195.00,1148.20,44.08M,2.29%
Dec 06 2020,1163.20,1147.30,1179.50,1136.00,50.20M,2.52%
Nov 29 2020,1134.65,1105.05,1147.45,1105.05,42.45M,3.15%
Nov 22 2020,1100.00,1105.00,1154.90,1091.00,64.29M,-0.30%
Nov 15 2020,1103.35,1137.00,1145.00,1091.10,41.95M,-1.85%
Nov 08 2020,1124.20,1129.30,1146.00,1078.00,53.84M,1.03%
Nov 01 2020,1112.75,1065.00,1123.00,1051.10,48.47M,4.92%
Oct 25 2020,1060.60,1122.25,1129.60,1052.35,39.83M,-5.51%
Oct 18 2020,1122.50,1135.00,1158.00,1110.00,63.50M,-0.44%
Oct 11 2020,1127.50,1123.00,1186.00,1092.50,111.46M,1.87%
Oct 04 2020,1106.80,1018.05,1124.00,1018.05,64.64M,8.76%
Sep 27 2020,1017.65,1014.80,1028.00,998.50,30.88M,0.61%
Sep 20 2020,1011.45,1001.00,1037.00,970.00,67.99M,0.93%
Sep 13 2020,1002.15,957.00,1021.00,948.30,72.07M,5.97%
Sep 06 2020,945.70,918.90,954.15,913.05,36.97M,2.89%
Aug 30 2020,919.15,935.25,950.50,912.10,42.87M,-1.72%
Aug 23 2020,935.25,947.00,960.95,933.05,30.93M,-1.43%
Aug 16 2020,948.80,954.10,972.45,946.55,33.94M,-0.50%
Aug 09 2020,953.60,948.90,968.50,942.20,29.19M,0.28%
Aug 02 2020,950.90,960.00,974.40,938.30,48.22M,-1.56%
Jul 26 2020,966.00,921.55,986.45,918.65,69.00M,4.68%
Jul 19 2020,922.85,908.50,949.70,900.65,76.92M,2.18%
Jul 12 2020,903.15,788.00,955.50,781.35,171.94M,15.51%
Jul 05 2020,781.85,765.20,796.95,761.50,48.71M,2.51%
Jun 28 2020,762.70,735.40,765.45,724.25,49.90M,1.94%
Jun 21 2020,748.20,707.10,751.60,692.10,71.16M,6.04%
Jun 14 2020,705.55,693.00,716.60,685.25,54.39M,1.95%
Jun 07 2020,692.05,707.65,729.60,675.50,46.68M,-1.63%
May 31 2020,703.55,698.75,711.90,691.50,49.22M,1.82%
May 24 2020,691.00,693.00,710.00,674.95,53.61M,-0.19%
May 17 2020,692.35,659.85,695.85,653.00,41.22M,6.14%
May 10 2020,652.30,682.50,699.90,646.70,49.16M,-3.25%
May 03 2020,674.20,689.80,701.20,662.45,36.63M,-5.77%
Apr 26 2020,715.50,661.05,720.00,653.05,39.37M,8.74%
Apr 19 2020,658.00,640.00,683.65,627.80,55.02M,4.65%
Apr 12 2020,628.75,629.00,653.30,603.50,46.96M,-1.18%
Apr 05 2020,636.25,615.00,655.65,612.90,38.88M,8.63%
Mar 29 2020,585.70,625.10,663.50,582.15,53.11M,-10.27%
Mar 22 2020,652.70,540.00,674.90,515.90,83.88M,11.53%
Mar 15 2020,585.20,622.00,622.15,509.25,88.53M,-8.90%
Mar 08 2020,642.35,724.50,725.85,570.00,57.34M,-13.07%
Mar 01 2020,738.95,737.00,773.55,729.10,45.63M,0.99%
Feb 23 2020,731.70,800.10,811.60,722.05,41.73M,-8.19%
Feb 16 2020,797.00,790.30,806.10,783.30,16.56M,1.34%
Feb 09 2020,786.45,774.00,799.20,769.20,20.80M,1.18%
Feb 02 2020,777.30,775.10,791.25,764.50,33.80M,0.17%
Jan 26 2020,775.95,779.05,792.80,771.60,25.65M,-0.87%
Jan 19 2020,782.75,771.60,786.50,760.75,38.14M,1.94%
Jan 12 2020,767.85,760.00,777.50,755.00,63.92M,4.02%
Jan 05 2020,738.15,746.10,753.80,708.30,45.92M,-1.05%
Dec 29 2019,746.00,736.10,748.00,725.45,27.95M,1.23%
Dec 22 2019,736.95,732.15,737.50,726.55,15.09M,0.74%
Dec 15 2019,731.55,712.30,737.30,710.20,43.35M,2.85%
Dec 08 2019,711.30,716.00,722.70,699.55,38.35M,-0.53%
Dec 01 2019,715.10,703.10,720.00,688.55,32.09M,2.69%
Nov 24 2019,696.35,693.35,707.25,686.00,47.55M,0.45%
Nov 17 2019,693.20,705.00,721.45,685.10,44.24M,-1.52%
Nov 10 2019,703.90,698.90,712.95,687.75,34.83M,-0.60%
Nov 03 2019,708.15,681.80,732.50,678.15,85.97M,2.94%
Oct 27 2019,687.90,651.10,695.45,645.55,79.65M,7.91%
Oct 20 2019,637.45,691.10,691.10,615.10,192.89M,-16.98%
Oct 13 2019,767.85,786.75,797.00,760.00,59.58M,-5.76%
Oct 06 2019,814.80,794.85,823.80,776.60,41.05M,2.69%
Sep 29 2019,793.45,785.10,808.00,784.15,27.76M,1.44%
Sep 22 2019,782.20,806.90,806.90,741.90,63.84M,-2.83%
Sep 15 2019,805.00,832.05,837.95,802.00,42.65M,-2.93%
Sep 08 2019,829.30,836.80,840.30,810.85,21.59M,-1.29%
Sep 01 2019,840.15,815.00,847.00,810.25,25.88M,3.10%
Aug 25 2019,814.90,795.90,817.35,781.10,43.36M,1.58%
Aug 18 2019,802.20,775.60,809.95,773.35,30.36M,3.57%
Aug 11 2019,774.55,784.15,786.00,760.15,18.59M,-1.94%
Aug 04 2019,789.85,772.60,796.75,768.65,36.81M,1.84%
Jul 28 2019,775.60,789.50,799.80,762.25,43.17M,-1.45%
Jul 21 2019,787.00,785.95,804.00,782.05,38.35M,0.20%
Jul 14 2019,785.40,763.00,798.50,754.20,61.09M,8.07%
Jul 07 2019,726.75,716.45,730.60,706.50,33.90M,1.22%
Jun 30 2019,718.00,735.00,743.20,713.50,22.22M,-1.91%
Jun 23 2019,732.00,751.90,751.90,728.15,30.93M,-2.43%
Jun 16 2019,750.20,743.00,756.90,735.90,34.23M,1.32%
Jun 09 2019,740.45,740.10,759.00,738.25,29.27M,0.18%
Jun 02 2019,739.10,729.80,750.90,729.00,30.26M,0.18%
May 26 2019,737.75,707.40,742.95,705.50,67.78M,4.03%
May 19 2019,709.20,719.70,726.40,697.45,39.91M,-2.03%
May 12 2019,723.90,716.55,737.00,703.60,38.62M,0.98%
May 05 2019,716.85,715.00,730.30,710.65,36.60M,-0.93%
Apr 28 2019,723.60,738.00,753.80,718.20,22.62M,-1.95%
Apr 21 2019,738.00,717.05,739.80,715.00,35.16M,2.92%
Apr 14 2019,717.05,724.70,731.35,712.60,57.90M,-4.11%
Apr 07 2019,747.75,763.05,773.00,740.05,33.93M,-1.52%
Mar 31 2019,759.30,742.00,765.80,742.00,34.73M,2.08%
Mar 24 2019,743.85,742.40,747.95,719.10,40.64M,0.10%
Mar 17 2019,743.10,721.55,746.35,705.35,39.34M,3.42%
Mar 10 2019,718.55,713.30,723.75,705.60,54.33M,0.87%
Mar 03 2019,712.35,740.50,742.50,710.65,24.05M,-3.98%
Feb 24 2019,741.90,735.55,758.00,732.30,33.36M,0.95%
Feb 17 2019,734.95,742.35,747.65,721.30,30.91M,-0.94%
Feb 10 2019,741.95,766.90,768.75,732.60,28.06M,-2.49%
Feb 03 2019,760.90,757.00,772.25,747.00,24.40M,0.51%
Jan 27 2019,757.05,731.00,762.50,716.50,40.57M,3.66%
Jan 20 2019,730.35,734.16,746.89,721.00,35.04M,0.47%
Jan 13 2019,726.95,703.14,734.96,692.15,61.45M,6.94%
Jan 06 2019,679.76,661.36,686.03,657.88,56.65M,3.40%
Dec 30 2018,657.44,656.39,673.30,647.44,28.45M,0.62%
Dec 23 2018,653.36,653.41,659.87,633.87,34.63M,1.66%
Dec 16 2018,642.67,707.96,707.96,639.93,45.60M,-8.48%
Dec 09 2018,702.19,666.24,709.80,656.99,36.25M,3.41%
Dec 02 2018,679.07,669.47,684.49,660.92,34.86M,2.30%
Nov 25 2018,663.80,617.60,671.21,596.57,68.93M,7.52%
Nov 18 2018,617.36,655.40,658.38,608.75,32.40M,-4.62%
Nov 11 2018,647.29,662.36,672.70,637.00,32.68M,-1.31%
Nov 04 2018,655.90,659.87,675.29,651.92,23.23M,-0.42%
Oct 28 2018,658.63,630.24,689.16,628.05,40.39M,4.52%
Oct 21 2018,630.14,684.93,691.25,626.46,36.51M,-7.31%
Oct 14 2018,679.81,684.84,717.85,674.29,48.59M,0.70%
Oct 07 2018,675.09,721.09,724.72,657.88,42.80M,-6.32%
Sep 30 2018,720.64,733.47,750.77,698.66,30.76M,-0.75%
Sep 23 2018,726.06,702.64,731.98,702.64,46.92M,3.51%
Sep 16 2018,701.44,730.98,735.95,688.22,32.36M,-3.87%
Sep 09 2018,729.69,733.72,742.92,725.06,25.13M,0.12%
Sep 02 2018,728.79,720.54,744.41,711.09,47.11M,1.70%
Aug 26 2018,716.61,687.72,723.17,686.92,41.54M,4.56%
Aug 19 2018,685.38,690.21,700.13,683.00,39.23M,-3.64%
Aug 12 2018,711.27,691.20,714.90,685.58,29.15M,3.24%
Aug 05 2018,688.94,679.29,690.93,670.07,28.71M,1.57%
Jul 29 2018,678.32,681.26,682.75,664.12,28.94M,-0.68%
Jul 22 2018,682.97,672.38,693.09,664.47,34.64M,1.88%
Jul 15 2018,670.36,655.10,688.42,640.33,70.25M,2.33%
Jul 08 2018,655.10,644.96,667.38,636.03,57.29M,2.58%
Jul 01 2018,638.61,653.41,675.24,630.58,46.22M,-1.76%
Jun 24 2018,650.03,625.14,653.91,623.57,40.13M,4.76%
Jun 17 2018,620.51,638.49,642.09,614.62,31.27M,-2.61%
Jun 10 2018,637.12,624.38,642.22,613.68,46.33M,2.49%
Jun 03 2018,621.67,602.45,622.63,597.96,26.16M,3.22%
May 27 2018,602.30,607.33,614.86,594.80,40.17M,-0.61%
May 20 2018,606.00,581.95,616.04,577.24,42.29M,3.81%
May 13 2018,583.75,584.32,595.99,577.24,32.91M,0.21%
May 06 2018,582.54,582.79,587.10,572.82,20.64M,0.65%
Apr 29 2018,578.77,583.01,595.96,569.84,27.16M,-1.02%
Apr 22 2018,584.74,576.25,599.14,565.00,60.92M,0.57%
Apr 15 2018,581.41,543.69,588.93,543.69,78.37M,0.60%
Apr 08 2018,577.95,555.04,585.08,545.37,63.43M,3.94%
Apr 01 2018,556.02,562.93,568.01,552.57,30.66M,-0.42%
Mar 25 2018,558.39,575.71,575.71,555.65,25.29M,-3.07%
Mar 18 2018,576.05,574.28,582.42,563.60,42.59M,-0.37%
Mar 11 2018,578.18,580.20,590.56,576.79,44.74M,0.73%
Mar 04 2018,573.98,572.67,577.63,561.47,31.48M,0.23%
Feb 25 2018,572.67,567.86,586.86,555.36,35.55M,0.44%
Feb 18 2018,570.16,556.71,575.27,544.55,54.74M,2.45%
Feb 11 2018,556.54,550.00,563.25,537.87,32.51M,1.70%
Feb 04 2018,547.22,562.44,569.76,540.31,41.94M,-2.98%
Jan 28 2018,564.04,575.54,590.19,551.85,51.91M,-2.74%
Jan 21 2018,579.90,558.56,602.42,558.49,59.21M,2.79%
Jan 14 2018,564.14,532.84,574.72,525.48,78.64M,6.03%
Jan 07 2018,532.07,505.65,535.75,503.26,59.80M,6.57%
Dec 31 2017,499.29,511.97,515.32,496.33,38.36M,-2.88%
Dec 24 2017,514.11,508.17,517.44,504.71,32.81M,0.26%
Dec 17 2017,512.78,499.24,515.47,492.58,39.31M,1.61%
Dec 10 2017,504.66,490.87,506.39,490.38,36.23M,2.10%
Dec 03 2017,494.28,483.50,496.82,477.85,48.81M,4.49%
Nov 26 2017,473.04,496.67,496.67,472.18,35.82M,-5.03%
Nov 19 2017,498.08,478.07,502.89,472.27,47.63M,3.98%
Nov 12 2017,479.03,474.64,491.34,465.37,41.52M,0.93%
Nov 05 2017,474.64,455.45,475.78,455.20,35.19M,3.82%
Oct 29 2017,457.18,470.99,470.99,452.39,36.94M,-2.08%
Oct 22 2017,466.90,458.83,472.50,451.55,79.85M,2.09%
Oct 15 2017,457.33,461.77,464.75,455.35,19.71M,-0.34%
Oct 08 2017,458.88,453.90,463.74,450.94,34.09M,1.08%
Oct 01 2017,453.97,449.01,454.88,442.62,27.12M,2.25%
Sep 24 2017,443.98,444.52,448.17,438.65,45.70M,0.18%
Sep 17 2017,443.19,448.96,452.79,438.11,46.09M,-1.10%
Sep 10 2017,448.10,439.29,450.57,431.03,69.66M,2.71%
Sep 03 2017,436.28,454.39,454.44,435.20,42.54M,-4.40%
Aug 27 2017,456.37,468.27,473.23,451.43,93.69M,0.86%
Aug 20 2017,452.50,458.38,458.38,426.63,243.31M,-1.20%
Aug 13 2017,458.00,490.13,510.59,438.63,200.18M,-6.53%
Aug 06 2017,489.98,487.89,494.59,473.78,31.69M,0.40%
Jul 30 2017,488.02,492.06,506.84,484.20,41.09M,-1.36%
Jul 23 2017,494.76,487.89,498.06,477.38,43.92M,1.76%
Jul 16 2017,486.21,483.68,498.46,479.68,34.64M,0.83%
Jul 09 2017,482.21,468.79,510.41,464.97,47.16M,3.92%
Jul 02 2017,464.03,466.86,481.20,462.87,24.09M,-0.02%
Jun 25 2017,464.11,468.79,470.28,456.89,32.94M,-0.82%
Jun 18 2017,467.93,466.29,480.55,460.36,31.64M,0.32%
Jun 11 2017,466.44,467.98,480.18,464.33,37.44M,-0.88%
Jun 04 2017,470.58,481.20,490.57,457.88,45.88M,-2.15%
May 28 2017,480.92,491.56,496.08,475.52,27.22M,-2.64%
May 21 2017,493.94,475.44,496.08,471.08,30.61M,3.94%
May 14 2017,475.22,477.97,483.13,467.73,28.66M,-0.65%
May 07 2017,478.34,465.32,479.21,462.34,27.93M,3.51%
Apr 30 2017,462.10,458.38,466.14,453.96,17.60M,1.37%
Apr 23 2017,455.87,455.15,464.11,451.53,32.21M,-0.52%
Apr 16 2017,458.23,461.35,463.73,452.75,30.06M,-0.83%
Apr 09 2017,462.05,488.59,491.12,459.69,55.85M,-5.11%
Apr 02 2017,486.93,512.03,512.18,485.66,23.50M,-3.98%
Mar 26 2017,507.12,509.57,516.84,500.05,45.77M,-0.89%
Mar 19 2017,511.65,509.25,517.91,503.57,22.67M,-0.86%
Mar 12 2017,516.07,507.39,517.36,499.80,30.46M,1.81%
Mar 05 2017,506.92,506.02,513.91,495.58,24.14M,-0.91%
Feb 26 2017,511.56,499.70,513.09,496.28,23.90M,2.22%
Feb 19 2017,500.47,494.34,511.46,489.33,28.42M,0.87%
Feb 12 2017,496.13,482.61,502.97,477.65,47.99M,3.29%
Feb 05 2017,480.35,464.95,482.19,460.63,46.48M,3.44%
Jan 29 2017,464.38,465.07,472.02,448.63,67.22M,-0.64%
Jan 22 2017,467.38,468.79,475.24,447.04,35.39M,-0.69%
Jan 15 2017,470.63,478.72,478.94,469.29,41.87M,-2.78%
Jan 08 2017,484.07,482.31,515.92,477.57,77.86M,0.36%
Jan 01 2017,482.31,501.58,502.50,480.23,38.79M,-3.80%
Dec 25 2016,501.34,490.13,502.03,483.73,27.11M,2.24%
Dec 18 2016,490.35,499.10,506.99,480.95,33.47M,-1.66%
Dec 11 2016,498.63,487.55,505.48,478.81,29.99M,1.60%
Dec 04 2016,490.79,479.16,500.12,475.24,25.20M,2.57%
Nov 27 2016,478.47,485.81,488.49,476.76,31.06M,-1.33%
Nov 20 2016,484.92,459.81,488.64,449.92,51.09M,6.25%
Nov 13 2016,456.39,458.38,474.67,450.71,33.21M,-0.17%
Nov 06 2016,457.16,488.64,490.00,446.97,36.95M,-5.09%
Oct 30 2016,481.69,499.45,499.45,476.73,22.94M,-2.66%
Oct 23 2016,494.84,514.68,517.26,492.68,24.38M,-3.93%
Oct 16 2016,515.08,513.42,521.23,504.68,25.31M,1.09%
Oct 09 2016,509.55,504.51,537.10,494.22,48.65M,1.44%
Oct 02 2016,502.30,513.69,521.58,501.09,21.04M,-2.27%
Sep 25 2016,513.96,517.29,520.83,507.98,33.74M,-0.62%
Sep 18 2016,517.19,518.90,530.26,515.92,23.09M,-1.66%
Sep 11 2016,525.92,508.60,528.08,508.60,26.01M,2.38%
Sep 04 2016,513.69,515.05,525.35,507.98,29.79M,0.35%
Aug 28 2016,511.88,504.81,518.77,501.53,26.95M,1.14%
Aug 21 2016,506.12,505.01,526.86,500.59,35.47M,-0.10%
Aug 14 2016,506.64,516.91,524.88,505.23,37.15M,-3.88%
Aug 07 2016,527.11,530.31,543.21,525.84,29.90M,-0.51%
Jul 31 2016,529.81,531.55,539.66,525.84,32.98M,-0.54%
Jul 24 2016,532.71,527.33,543.95,527.33,42.51M,0.13%
Jul 17 2016,532.02,534.40,540.73,523.44,52.61M,-0.01%
Jul 10 2016,532.07,579.12,593.33,521.87,87.04M,-7.40%
Jul 03 2016,574.56,583.49,592.61,572.23,20.48M,-1.21%
Jun 26 2016,581.60,581.43,587.60,573.02,32.04M,-1.85%
Jun 19 2016,592.59,585.87,602.66,575.45,25.66M,1.28%
Jun 12 2016,585.12,583.78,591.70,578.43,28.76M,-0.09%
Jun 05 2016,585.67,627.49,633.49,580.46,37.78M,-6.81%
May 29 2016,628.48,615.88,634.63,614.64,32.96M,1.55%
May 22 2016,618.86,596.98,624.81,584.18,24.25M,3.82%
May 15 2016,596.09,600.35,608.07,594.25,20.54M,-0.47%
May 08 2016,598.89,586.36,603.55,585.67,21.29M,2.18%
May 01 2016,586.12,600.25,601.35,580.73,25.15M,-2.20%
Apr 24 2016,599.31,601.27,616.30,595.84,32.90M,-0.26%
Apr 17 2016,600.87,620.10,628.98,598.77,43.67M,3.29%
Apr 10 2016,581.75,578.33,592.79,571.04,24.12M,0.60%
Apr 03 2016,578.30,602.02,619.11,576.47,24.15M,-3.29%
Mar 27 2016,598.00,611.37,613.65,591.10,47.05M,-0.19%
Mar 20 2016,599.16,589.34,600.60,581.40,18.57M,1.21%
Mar 13 2016,592.02,568.51,594.80,560.05,31.44M,4.41%
Mar 06 2016,567.02,576.94,590.58,564.64,42.36M,-2.36%
Feb 28 2016,580.73,560.32,591.75,529.96,31.86M,4.41%
Feb 21 2016,556.18,561.06,567.39,546.23,20.03M,-0.54%
Feb 14 2016,559.20,543.83,562.65,532.64,22.55M,3.93%
Feb 07 2016,538.07,577.31,581.50,529.32,30.29M,-7.67%
Jan 31 2016,582.74,580.41,592.79,571.85,26.66M,0.84%
Jan 24 2016,577.88,565.65,580.41,557.86,29.57M,2.52%
Jan 17 2016,563.67,565.48,576.49,554.12,38.25M,-0.32%
Jan 10 2016,565.48,524.01,577.43,511.38,63.94M,7.20%
Jan 03 2016,527.48,545.66,546.90,519.84,22.96M,-3.80%
Dec 27 2015,548.29,540.73,550.65,537.25,23.78M,0.81%
Dec 20 2015,543.88,534.28,549.36,528.79,12.54M,1.22%
Dec 13 2015,537.33,520.63,550.55,519.91,27.92M,2.88%
Dec 06 2015,522.27,523.51,527.21,507.26,28.03M,0.36%
Nov 29 2015,520.41,530.80,544.84,515.97,44.28M,-1.62%
Nov 22 2015,528.99,520.88,530.80,514.43,24.94M,1.33%
Nov 15 2015,522.07,537.57,542.71,501.66,38.74M,-4.40%
Nov 08 2015,546.08,555.61,565.53,540.73,15.03M,-3.30%
Nov 01 2015,564.69,560.57,574.26,552.68,15.74M,0.25%
Oct 25 2015,563.27,572.47,574.71,560.57,23.65M,-1.26%
Oct 18 2015,570.44,546.68,571.98,545.93,29.45M,5.02%
Oct 11 2015,543.16,594.80,605.12,538.34,69.27M,-6.21%
Oct 04 2015,579.12,581.90,591.60,558.61,45.64M,-0.48%
Sep 27 2015,581.92,565.50,594.18,544.45,38.85M,2.85%
Sep 20 2015,565.80,545.69,571.83,541.97,32.14M,3.27%
Sep 13 2015,547.89,545.19,554.57,537.08,30.90M,1.25%
Sep 06 2015,541.10,538.22,548.86,522.02,38.04M,1.57%
Aug 30 2015,532.76,562.97,562.97,529.32,46.07M,-3.34%
Aug 23 2015,551.17,550.62,558.04,518.15,61.91M,-3.38%
Aug 16 2015,570.44,570.49,588.45,554.37,33.32M,0.06%
Aug 09 2015,570.12,544.69,579.77,523.64,36.63M,4.90%
Aug 02 2015,543.50,534.77,548.41,521.38,34.04M,1.72%
Jul 26 2015,534.30,539.19,541.72,522.99,42.19M,-0.97%
Jul 19 2015,539.53,496.77,569.99,489.83,67.54M,8.56%
Jul 12 2015,497.00,466.81,498.31,463.36,22.95M,6.87%
Jul 05 2015,465.07,488.64,491.12,462.67,30.83M,-5.33%
Jun 28 2015,491.27,489.63,498.56,486.16,25.49M,-1.49%
Jun 21 2015,498.68,498.51,510.34,489.95,32.17M,0.99%
Jun 14 2015,493.77,484.64,506.50,480.20,27.02M,0.79%
Jun 07 2015,489.89,501.04,507.18,485.04,39.17M,-1.82%
May 31 2015,498.97,504.21,511.95,497.32,29.51M,-0.57%
May 24 2015,501.82,508.60,510.10,484.92,47.07M,-1.14%
May 17 2015,507.60,488.64,511.43,486.55,39.57M,4.32%
May 10 2015,486.59,487.40,496.08,473.26,31.59M,0.19%
May 03 2015,485.65,486.03,497.00,473.75,45.84M,0.81%
Apr 26 2015,481.75,496.08,496.57,479.29,51.64M,-2.66%
Apr 19 2015,494.89,539.73,540.73,491.12,89.52M,-8.45%
Apr 12 2015,540.54,555.11,556.85,534.14,26.57M,-2.45%
Apr 05 2015,554.11,540.48,555.11,530.31,44.17M,2.76%
Mar 29 2015,539.22,547.07,563.95,535.19,19.38M,-1.28%
Mar 22 2015,546.22,558.83,564.29,528.82,43.80M,-2.45%
Mar 15 2015,559.94,548.30,566.02,548.30,30.59M,1.67%
Mar 08 2015,550.75,560.32,560.32,535.81,32.96M,-1.21%
Mar 01 2015,557.49,571.23,573.94,553.96,22.01M,-0.80%
Feb 22 2015,561.99,570.49,579.12,556.95,31.82M,-0.76%
Feb 15 2015,566.30,565.60,579.42,560.11,31.50M,-0.57%
Feb 08 2015,569.52,545.69,577.11,545.69,32.80M,2.94%
Feb 01 2015,553.25,531.18,557.54,521.38,38.46M,4.14%
Jan 25 2015,531.27,550.89,550.89,527.57,53.08M,-3.30%
Jan 18 2015,549.42,525.84,551.89,519.54,38.83M,4.57%
Jan 11 2015,525.42,518.90,535.76,514.68,46.51M,2.11%
Jan 04 2015,514.54,498.53,523.11,474.51,85.28M,3.04%
Dec 28 2014,499.35,485.18,500.80,483.68,23.18M,3.12%
Dec 21 2014,484.23,497.57,501.51,475.01,48.27M,-2.32%
Dec 14 2014,495.74,472.50,498.06,470.36,82.86M,3.09%
Dec 07 2014,480.86,498.31,500.79,474.99,207.03M,-6.36%
Nov 30 2014,513.52,544.07,545.96,510.91,58.53M,-5.03%
Nov 23 2014,540.71,520.88,545.44,519.88,65.60M,5.16%
Nov 16 2014,514.20,519.02,524.91,508.68,31.74M,-1.09%
Nov 09 2014,519.85,517.79,522.30,508.12,27.43M,0.60%
Nov 02 2014,516.74,505.62,518.77,500.10,28.79M,2.85%
Oct 26 2014,502.43,477.48,504.26,466.93,43.58M,6.47%
Oct 19 2014,471.90,477.85,479.03,460.11,39.79M,-1.21%
