date,open,high,low,close
Feb 21 2022,17192.25,17351.05,16203.25,16658.40
Feb 14 2022,17076.15,17490.60,16809.65,17276.30
Feb 07 2022,17456.30,17639.45,17043.65,17374.75
Jan 31 2022,17301.05,17794.60,17244.55,17516.30
Jan 24 2022,17575.15,17599.40,16836.80,17101.95
Jan 17 2022,18235.65,18350.95,17485.85,17617.15
Jan 10 2022,17913.30,18286.95,17879.15,18255.75
Jan 03 2022,17387.15,17944.70,17383.30,17812.70
Dec 27 2021,16937.75,17400.80,16833.20,17354.05
Dec 20 2021,16824.25,17155.60,16410.20,17003.75
Dec 13 2021,17619.10,17639.50,16966.45,16985.20
Dec 06 2021,17209.05,17543.25,16891.70,17511.30
Nov 29 2021,17055.80,17489.80,16782.40,17196.70
Nov 22 2021,17796.25,17805.25,16985.70,17026.45
Nov 15 2021,18140.95,18210.15,17688.50,17764.80
Nov 08 2021,18040.20,18123.00,17798.20,18102.75
Nov 01 2021,17783.15,18012.25,17697.10,17916.80
Oct 25 2021,18229.50,18342.05,17613.10,17671.65
Oct 18 2021,18500.10,18604.45,18034.35,18114.90
Oct 11 2021,17867.55,18350.75,17839.10,18338.55
Oct 04 2021,17615.55,17941.85,17581.35,17895.20
Sep 27 2021,17932.20,17943.50,17452.90,17532.05
Sep 20 2021,17443.85,17947.65,17326.10,17853.20
Sep 13 2021,17363.55,17792.95,17269.15,17585.15
Sep 06 2021,17399.35,17436.50,17254.20,17369.25
Aug 30 2021,16775.85,17340.10,16764.85,17323.60
Aug 23 2021,16592.25,16722.05,16395.70,16705.20
Aug 16 2021,16518.40,16701.85,16376.05,16450.50
Aug 09 2021,16281.35,16543.60,16162.55,16529.10
Aug 02 2021,15874.90,16349.45,15834.65,16238.20
Jul 26 2021,15849.30,15893.35,15513.45,15763.05
Jul 19 2021,15754.50,15899.80,15578.55,15856.05
Jul 12 2021,15766.80,15962.25,15644.75,15923.40
Jul 05 2021,15793.40,15914.20,15632.75,15689.80
Jun 28 2021,15915.35,15915.65,15635.95,15722.20
Jun 21 2021,15525.85,15895.75,15505.65,15860.35
Jun 14 2021,15791.40,15901.60,15450.90,15683.35
Jun 07 2021,15725.10,15835.55,15566.90,15799.35
May 31 2021,15437.75,15733.60,15374.00,15670.25
May 24 2021,15211.35,15469.65,15145.45,15435.65
May 17 2021,14756.25,15190.00,14725.35,15175.30
May 10 2021,14928.25,14966.90,14591.90,14677.80
May 03 2021,14481.05,14863.05,14416.25,14823.15
Apr 26 2021,14449.45,15044.35,14421.30,14631.10
Apr 19 2021,14306.60,14526.95,14151.40,14341.35
Apr 12 2021,14644.65,14697.70,14248.70,14617.85
Apr 05 2021,14837.70,14984.15,14459.50,14834.85
Mar 29 2021,14628.50,14883.20,14617.60,14867.35
Mar 22 2021,14736.30,14878.60,14264.40,14507.30
